customer_id,device_platform,marketing_channels,account_created_date
1533455,Android,Google,3/9/20
1533474,Android,Google,3/9/20
1533485,Android,Other,3/9/20
1533486,Android,Google,3/9/20
1533525,Android,Facebook,3/9/20
1533534,iOS,Google,3/9/20
1533546,Android,Google,3/9/20
1533570,iOS,Varo Home,3/9/20
1533608,Android,Google,3/9/20
1533654,Android,Varo Home,3/9/20
1533659,Android,Google,3/9/20
1533667,Android,Google,3/9/20
1533676,Android,Varo Home,3/9/20
1533677,iOS,Facebook,3/9/20
1533681,Android,Facebook,3/9/20
1533686,Android,Referral,3/9/20
1533736,Android,Facebook,3/9/20
1533784,Android,Other,3/9/20
1533787,Android,Referral,3/9/20
1533814,iOS,Other,3/9/20
1533816,iOS,Varo Home,3/9/20
1533847,Android,Facebook,3/9/20
1533854,Android,Google,3/9/20
1533857,Android,Other,3/9/20
1533883,Android,Google,3/9/20
1533885,Android,Referral,3/9/20
1533902,Android,Other,3/9/20
1533919,Android,Other,3/9/20
1533920,Android,Google,3/9/20
1533952,Android,Google,3/9/20
1533959,Android,Other,3/9/20
1534026,Android,Google,3/9/20
1534053,Android,Other,3/9/20
1534063,iOS,Referral,3/9/20
1534075,iOS,Facebook,3/9/20
1534122,iOS,Google,3/9/20
1534133,iOS,Referral,3/9/20
1534152,Android,Google,3/9/20
1534174,Android,Referral,3/9/20
1534176,Android,Facebook,3/9/20
1534195,Android,Facebook,3/9/20
1534258,iOS,Google,3/9/20
1534259,Android,Google,3/9/20
1534260,Android,Varo Home,3/9/20
1534262,iOS,Facebook,3/9/20
1534299,iOS,Other,3/9/20
1534320,Android,Varo Home,3/9/20
1534373,Android,Google,3/9/20
1534401,Android,Facebook,3/9/20
1534410,Android,Other,3/9/20
1534443,Android,Other,3/9/20
1534485,Android,Google,3/9/20
1534495,Android,Other,3/9/20
1534501,Android,Other,3/9/20
1534614,Android,Facebook,3/9/20
1534643,iOS,Varo Home,3/9/20
1534655,iOS,Other,3/9/20
1534695,iOS,Referral,3/9/20
1534704,Android,Facebook,3/9/20
1534706,Android,Facebook,3/9/20
1534714,iOS,Facebook,3/9/20
1534766,iOS,Facebook,3/9/20
1534814,Android,Facebook,3/9/20
1534818,iOS,Facebook,3/9/20
1534861,iOS,Varo Home,3/9/20
1534862,Android,Google,3/9/20
1534911,Android,Google,3/9/20
1534915,Android,Other,3/9/20
1534949,iOS,Snapchat,3/9/20
1534987,Android,Google,3/9/20
1535033,Android,Google,3/9/20
1535047,Android,Varo Home,3/9/20
1535056,Android,Other,3/9/20
1535088,iOS,Google,3/9/20
1535137,Android,Google,3/9/20
1535147,iOS,Varo Home,3/9/20
1535154,Android,Google,3/9/20
1535176,iOS,Google,3/9/20
1535298,Android,Facebook,3/9/20
1535316,iOS,Other,3/9/20
1535348,iOS,Varo Home,3/9/20
1535406,Android,Other,3/9/20
1535412,Android,Google,3/9/20
1535427,Android,Other,3/9/20
1535459,Android,Google,3/9/20
1535461,iOS,Facebook,3/9/20
1535509,iOS,Other,3/9/20
1535513,iOS,Google,3/9/20
1535526,Android,Google,3/9/20
1535553,iOS,Facebook,3/9/20
1535609,iOS,Other,3/9/20
1535696,Android,Google,3/9/20
1535704,Android,Google,3/9/20
1535720,iOS,Snapchat,3/9/20
1535721,Android,Other,3/9/20
1535742,Android,Varo Home,3/9/20
1535755,Android,Google,3/9/20
1535776,Android,Google,3/9/20
1535862,Android,Other,3/9/20
1535879,iOS,Other,3/9/20
1535921,Android,Google,3/9/20
1535925,Android,Other,3/9/20
1535928,Android,Facebook,3/9/20
1536026,iOS,Facebook,3/9/20
1536046,Android,Other,3/9/20
1536057,iOS,Facebook,3/9/20
1536059,Android,Other,3/9/20
1536160,Android,Facebook,3/9/20
1536176,Android,Google,3/9/20
1536198,Android,Google,3/9/20
1536210,Android,Referral,3/9/20
1536225,Android,Google,3/9/20
1536244,iOS,Other,3/9/20
1536329,Android,Varo Home,3/9/20
1536335,iOS,Google,3/9/20
1536353,iOS,Varo Home,3/9/20
1536414,Android,Google,3/9/20
1536418,iOS,Facebook,3/9/20
1536424,Android,Facebook,3/9/20
1536477,iOS,Other,3/9/20
1536502,iOS,Other,3/9/20
1536509,Android,Facebook,3/9/20
1536555,Android,Google,3/9/20
1536590,Android,Google,3/9/20
1536600,Android,Google,3/9/20
1536602,Android,Other,3/9/20
1536603,iOS,Other,3/9/20
1536622,iOS,Apple Search,3/9/20
1536623,Android,Other,3/9/20
1536661,iOS,Snapchat,3/9/20
1536668,Android,Other,3/9/20
1536696,Android,Varo Home,3/9/20
1536700,Android,Other,3/9/20
1536746,Android,Facebook,3/9/20
1536758,Android,Google,3/9/20
1536779,Android,Other,3/9/20
1536811,Android,Google,3/9/20
1536859,iOS,Varo Home,3/9/20
1536860,Android,Google,3/9/20
1536867,Android,Facebook,3/9/20
1536911,Android,Facebook,3/9/20
1536912,iOS,Other,3/9/20
1536968,Android,Facebook,3/9/20
1536974,iOS,Apple Search,3/9/20
1537029,Android,Facebook,3/9/20
1537045,Android,Google,3/9/20
1537049,iOS,Other,3/9/20
1537053,Android,Google,3/9/20
1537071,iOS,Snapchat,3/9/20
1537090,iOS,Other,3/9/20
1537131,iOS,Other,3/9/20
1537132,iOS,Google,3/9/20
1537231,Android,Facebook,3/9/20
1537236,Android,Facebook,3/9/20
1537302,Android,Google,3/9/20
1537345,Android,Google,3/9/20
1537455,iOS,Other,3/9/20
1537480,Android,Google,3/9/20
1537508,Android,Google,3/9/20
1537530,Android,Facebook,3/9/20
1537596,Android,Other,3/9/20
1537622,Android,Facebook,3/9/20
1537729,Android,Varo Home,3/9/20
1537746,iOS,Facebook,3/9/20
1537887,Android,Google,3/9/20
1537922,Android,Facebook,3/9/20
1537937,iOS,Facebook,3/9/20
1537938,iOS,Other,3/9/20
1537942,Android,Varo Home,3/9/20
1537967,iOS,Varo Home,3/9/20
1537983,Android,Varo Home,3/9/20
1538024,Android,Facebook,3/9/20
1538025,Android,Facebook,3/9/20
1538144,Android,Google,3/9/20
1538156,Android,Facebook,3/9/20
1538169,Android,Facebook,3/9/20
1538179,iOS,Other,3/9/20
1538218,Android,Referral,3/9/20
1538264,Android,Facebook,3/9/20
1538288,Android,Other,3/9/20
1538308,iOS,Varo Home,3/9/20
1538316,iOS,Referral,3/9/20
1538385,iOS,Referral,3/9/20
1538451,Android,Other,3/9/20
1538465,Android,Google,3/9/20
1538469,iOS,Other,3/9/20
1538496,iOS,Google,3/9/20
1538512,Android,Google,3/9/20
1538539,Android,Google,3/9/20
1538557,Android,Referral,3/9/20
1538579,Android,Facebook,3/9/20
1538586,Android,Google,3/9/20
1538656,Android,Other,3/9/20
1538688,Android,Referral,3/9/20
1538719,Android,Google,3/9/20
1538763,Android,Facebook,3/9/20
1538846,iOS,Varo Home,3/9/20
1538848,Android,Other,3/9/20
1538881,Android,Referral,3/9/20
1538897,Android,Other,3/9/20
1538922,Android,Google,3/9/20
1538941,iOS,Google,3/9/20
1538954,iOS,Referral,3/9/20
1538955,Android,Varo Home,3/9/20
1538997,iOS,Other,3/9/20
1539009,Android,Google,3/9/20
1539015,Android,Google,3/9/20
1539019,iOS,Other,3/9/20
1539076,Android,Facebook,3/9/20
1539157,Android,Referral,3/9/20
1539176,Android,Google,3/9/20
1539180,Android,Google,3/9/20
1539212,Android,Google,3/9/20
1539214,Android,Google,3/9/20
1539247,Android,Google,3/9/20
1539343,Android,Other,3/9/20
1539349,Android,Other,3/9/20
1539360,iOS,Other,3/9/20
1539391,Android,Google,3/9/20
1539400,iOS,Referral,3/9/20
1539412,iOS,Other,3/9/20
1539417,Android,Google,3/9/20
1539438,Android,Google,3/9/20
1539469,Android,Google,3/9/20
1539510,Android,Google,3/9/20
1539535,Android,Facebook,3/9/20
1539660,Android,Facebook,3/9/20
1539663,Android,Google,3/9/20
1539665,iOS,Varo Home,3/9/20
1539701,Android,Other,3/9/20
1539711,Android,Google,3/9/20
1539724,Android,Other,3/9/20
1539728,Android,Other,3/9/20
1539739,Android,Google,3/9/20
1539755,iOS,Facebook,3/9/20
1539825,Android,Other,3/9/20
1539838,iOS,Apple Search,3/9/20
1539845,iOS,Apple Search,3/9/20
1539847,Android,Facebook,3/9/20
1539919,Android,Google,3/9/20
1539936,Android,Facebook,3/9/20
1539942,Android,Facebook,3/9/20
1539958,Android,Facebook,3/9/20
1540005,Android,Google,3/9/20
1540020,Android,Facebook,3/9/20
1540034,iOS,Other,3/9/20
1540049,iOS,Other,3/9/20
1540051,Android,Facebook,3/9/20
1540070,Android,Google,3/9/20
1540117,Android,Google,3/9/20
1540150,iOS,Facebook,3/9/20
1540159,Android,Google,3/9/20
1540189,Android,Other,3/9/20
1540201,Android,Google,3/9/20
1540223,Android,Referral,3/9/20
1540272,Android,Google,3/9/20
1540343,iOS,Other,3/9/20
1540361,iOS,Other,3/9/20
1540380,iOS,Other,3/9/20
1540421,Android,Google,3/9/20
1540437,iOS,Varo Home,3/9/20
1540455,Android,Facebook,3/9/20
1540461,iOS,Varo Home,3/9/20
1540505,iOS,Google,3/9/20
1540507,Android,Varo Home,3/9/20
1540537,iOS,Other,3/9/20
1540548,Android,Facebook,3/9/20
1540554,iOS,Google,3/9/20
1540562,Android,Other,3/9/20
1540567,Android,Facebook,3/9/20
1540575,Android,Google,3/9/20
1540577,iOS,Google,3/9/20
1540597,Android,Other,3/9/20
1540623,Android,Facebook,3/9/20
1540647,Android,Other,3/9/20
1540653,Android,Other,3/9/20
1540681,iOS,Varo Home,3/9/20
1540701,Android,Facebook,3/9/20
1540748,Android,Facebook,3/9/20
1540751,iOS,Snapchat,3/9/20
1540773,Android,Google,3/9/20
1540784,Android,Other,3/9/20
1540820,Android,Other,3/9/20
1540952,Android,Other,3/9/20
1540957,Android,Facebook,3/9/20
1540972,Android,Facebook,3/9/20
1540986,Android,Google,3/9/20
1540991,Android,Other,3/9/20
1541015,Android,Facebook,3/9/20
1541025,iOS,Referral,3/9/20
1541059,iOS,Facebook,3/9/20
1541111,Android,Google,3/9/20
1541113,Android,Google,3/9/20
1541150,Android,Google,3/9/20
1541222,iOS,Other,3/9/20
1541257,iOS,Referral,3/9/20
1541288,Android,Other,3/9/20
1541325,Android,Other,3/9/20
1541343,Android,Google,3/9/20
1541346,Android,Google,3/9/20
1541416,iOS,Snapchat,3/9/20
1541422,Android,Facebook,3/9/20
1541480,Android,Other,3/9/20
1541495,Android,Google,3/9/20
1541525,Android,Google,3/9/20
1541538,iOS,Referral,3/9/20
1541570,Android,Referral,3/9/20
1541601,Android,Other,3/9/20
1541663,Android,Google,3/9/20
1541670,Android,Facebook,3/9/20
1541676,Android,Facebook,3/9/20
1541701,Android,Google,3/9/20
1541702,Android,Other,3/9/20
1541719,Android,Other,3/9/20
1541733,Android,Google,3/9/20
1541740,Android,Google,3/9/20
1541757,Android,Other,3/9/20
1541761,iOS,Other,3/9/20
1541795,iOS,Varo Home,3/9/20
1541996,Android,Google,3/9/20
1541998,Android,Facebook,3/9/20
1542090,Android,Google,3/9/20
1542094,Android,Facebook,3/9/20
1542129,Android,Google,3/9/20
1542132,Android,Facebook,3/9/20
1542157,Android,Google,3/9/20
1542159,Android,Google,3/9/20
1542272,Android,Google,3/9/20
1542282,Android,Facebook,3/9/20
1542301,Android,Facebook,3/9/20
1542344,iOS,Apple Search,3/9/20
1542382,iOS,Facebook,3/9/20
1542386,Android,Other,3/9/20
1542416,Android,Google,3/9/20
1542425,Android,Facebook,3/9/20
1542432,iOS,Varo Home,3/9/20
1542446,Android,Other,3/9/20
1542482,Android,Other,3/9/20
1542505,Android,Varo Home,3/9/20
1542524,Android,Other,3/9/20
1542551,Android,Google,3/9/20
1542576,iOS,Facebook,3/9/20
1542614,Android,Google,3/9/20
1542623,Android,Other,3/9/20
1542662,Android,Varo Home,3/9/20
1542665,Android,Google,3/9/20
1542679,iOS,Other,3/9/20
1542704,iOS,Facebook,3/9/20
1542766,Android,Google,3/9/20
1542796,Android,Referral,3/9/20
1542826,Android,Other,3/9/20
1542841,iOS,Other,3/9/20
1542879,Android,Facebook,3/9/20
1542885,iOS,Facebook,3/9/20
1542908,iOS,Apple Search,3/9/20
1542909,Android,Google,3/9/20
1542926,Android,Facebook,3/9/20
1542941,Android,Other,3/9/20
1542996,Android,Facebook,3/9/20
1543000,Android,Google,3/9/20
1543013,Android,Referral,3/9/20
1543069,Android,Google,3/9/20
1543099,Android,Google,3/9/20
1543118,Android,Apple Search,3/9/20
1543160,Android,Facebook,3/9/20
1543171,Android,Other,3/9/20
1543233,Android,Google,3/9/20
1543249,Android,Facebook,3/9/20
1543259,iOS,Other,3/9/20
1543283,iOS,Other,3/9/20
1543286,Android,Google,3/9/20
1543294,Android,Other,3/9/20
1543302,Android,Other,3/9/20
1543303,Android,Referral,3/9/20
1543308,Android,Google,3/9/20
1543328,iOS,Other,3/9/20
1543370,Android,Google,3/9/20
1543432,iOS,Other,3/9/20
1543460,Android,Google,3/9/20
1543506,Android,Facebook,3/9/20
1543508,Android,Google,3/9/20
1543559,Android,Google,3/9/20
1543581,Android,Google,3/9/20
1543589,Android,Google,3/9/20
1543621,Android,Google,3/9/20
1543706,Android,Facebook,3/9/20
1543751,iOS,Other,3/9/20
1543756,Android,Other,3/9/20
1543758,iOS,Referral,3/9/20
1543826,Android,Google,3/9/20
1543836,iOS,Facebook,3/9/20
1543855,Android,Facebook,3/9/20
1543859,Android,Referral,3/9/20
1543898,Android,Google,3/9/20
1543908,Android,Facebook,3/9/20
1543927,iOS,Varo Home,3/9/20
1543960,iOS,Google,3/9/20
1543964,Android,Facebook,3/9/20
1544013,Android,Referral,3/9/20
1544033,Android,Facebook,3/9/20
1544068,Android,Google,3/9/20
1544155,Android,Facebook,3/9/20
1544159,Android,Other,3/9/20
1544275,iOS,Facebook,3/9/20
1544293,iOS,Facebook,3/9/20
1544403,Android,Google,3/9/20
1544408,iOS,Facebook,3/9/20
1544409,Android,Google,3/9/20
1544461,Android,Google,3/9/20
1544503,Android,Google,3/9/20
1544552,iOS,Other,3/9/20
1544616,Android,Google,3/9/20
1544659,Android,Facebook,3/9/20
1544665,Android,Facebook,3/9/20
1544676,iOS,Other,3/9/20
1544739,Android,Google,3/9/20
1544799,Android,Google,3/9/20
1544825,Android,Google,3/9/20
1544877,Android,Google,3/9/20
1544933,Android,Other,3/9/20
1544949,Android,Other,3/9/20
1544974,Android,Google,3/9/20
1544992,Android,Other,3/9/20
1545012,Android,Google,3/9/20
1545048,Android,Google,3/9/20
1545122,Android,Facebook,3/9/20
1545131,iOS,Other,3/9/20
1545136,iOS,Varo Home,3/9/20
1545149,Android,Google,3/9/20
1545180,Android,Facebook,3/9/20
1545181,Android,Other,3/9/20
1545199,iOS,Facebook,3/9/20
1545233,Android,Other,3/9/20
1545234,Android,Facebook,3/9/20
1545235,Android,Google,3/9/20
1545238,Android,Other,3/9/20
1545334,Android,Google,3/9/20
1545350,Android,Google,3/9/20
1545367,Android,Varo Home,3/9/20
1545375,iOS,Other,3/9/20
1545390,Android,Google,3/9/20
1545395,Android,Google,3/9/20
1545398,Android,Referral,3/9/20
1545411,Android,Google,3/9/20
1545486,Android,Facebook,3/9/20
1545532,Android,Facebook,3/9/20
1545548,Android,Facebook,3/9/20
1545572,Android,Facebook,3/9/20
1545622,Android,Other,3/9/20
1545668,iOS,Google,3/9/20
1545754,Android,Other,3/9/20
1545772,Android,Google,3/9/20
1545947,iOS,Other,3/9/20
1546053,Android,Facebook,3/9/20
1546067,Android,Referral,3/9/20
1546069,Android,Google,3/9/20
1546127,iOS,Facebook,3/9/20
1546154,Android,Google,3/9/20
1546184,Android,Google,3/9/20
1546185,Android,Facebook,3/9/20
1546208,Android,Other,3/9/20
1546237,Android,Google,3/9/20
1546267,Android,Facebook,3/9/20
1546268,Android,Other,3/9/20
1546276,Android,Other,3/9/20
1546281,Android,Referral,3/9/20
1546286,Android,Facebook,3/9/20
1546345,Android,Other,3/9/20
1546352,iOS,Google,3/9/20
1546428,Android,Google,3/9/20
1546436,Android,Google,3/9/20
1546469,iOS,Varo Home,3/9/20
1546497,Android,Other,3/9/20
1546572,Android,Other,3/9/20
1546576,iOS,Apple Search,3/9/20
1546602,iOS,Snapchat,3/9/20
1546609,iOS,Varo Home,3/9/20
1546650,Android,Google,3/9/20
1546661,Android,Other,3/9/20
1546673,Android,Other,3/9/20
1546698,iOS,Varo Home,3/9/20
1546705,Android,Google,3/9/20
1546716,Android,Referral,3/9/20
1546719,Android,Other,3/9/20
1546773,iOS,Referral,3/9/20
1546781,Android,Varo Home,3/9/20
1546791,Android,Google,3/9/20
1546794,Android,Other,3/9/20
1546808,iOS,Facebook,3/9/20
1546849,Android,Referral,3/9/20
1546853,iOS,Facebook,3/9/20
1546862,Android,Facebook,3/9/20
1546879,iOS,Other,3/9/20
1546893,Android,Facebook,3/9/20
1546899,Android,Google,3/9/20
1546900,Android,Google,3/9/20
1546921,Android,Facebook,3/9/20
1546926,Android,Google,3/9/20
1546942,Android,Google,3/9/20
1546944,Android,Google,3/9/20
1547063,Android,Other,3/9/20
1547080,iOS,Facebook,3/9/20
1547090,iOS,Varo Home,3/9/20
1547138,Android,Referral,3/9/20
1547158,Android,Facebook,3/9/20
1547160,Android,Facebook,3/9/20
1547170,Android,Facebook,3/9/20
1547225,Android,Facebook,3/9/20
1547298,Android,Google,3/9/20
1547300,Android,Google,3/9/20
1547302,Android,Other,3/9/20
1547341,iOS,Other,3/9/20
1547359,Android,Other,3/9/20
1547396,Android,Google,3/9/20
1547410,iOS,Facebook,3/9/20
1547421,iOS,Other,3/9/20
1547453,Android,Google,3/9/20
1547459,Android,Facebook,3/9/20
1547470,Android,Google,3/9/20
1547517,iOS,Other,3/9/20
1547519,iOS,Other,3/9/20
1547526,Android,Other,3/9/20
1547543,Android,Google,3/9/20
1547556,iOS,Facebook,3/9/20
1547559,Android,Google,3/9/20
1547565,Android,Facebook,3/9/20
1547684,Android,Facebook,3/9/20
1547765,Android,Facebook,3/9/20
1547901,iOS,Other,3/9/20
1547951,iOS,Google,3/9/20
1547972,Android,Facebook,3/9/20
1547981,Android,Google,3/9/20
1547996,Android,Facebook,3/9/20
1548021,Android,Google,3/9/20
1548025,Android,Facebook,3/9/20
1548040,Android,Facebook,3/9/20
1548056,iOS,Facebook,3/9/20
1548066,iOS,Other,3/9/20
1548086,Android,Other,3/9/20
1548141,Android,Other,3/9/20
1548192,iOS,Apple Search,3/9/20
1548255,Android,Google,3/9/20
1548275,Android,Google,3/9/20
1548280,Android,Facebook,3/9/20
1548342,iOS,Google,3/9/20
1548386,Android,Varo Home,3/9/20
1548488,iOS,Google,3/9/20
1548520,Android,Facebook,3/9/20
1548593,Android,Varo Home,3/9/20
1548645,Android,Facebook,3/9/20
1548669,Android,Google,3/9/20
1548692,Android,Varo Home,3/9/20
1548769,iOS,Other,3/9/20
1548801,iOS,Other,3/9/20
1548812,iOS,Referral,3/9/20
1548831,Android,Google,3/9/20
1548857,Android,Google,3/9/20
1548865,iOS,Other,3/9/20
1548899,Android,Facebook,3/9/20
1548915,Android,Google,3/9/20
1548920,iOS,Referral,3/9/20
1548936,iOS,Other,3/9/20
1548946,iOS,Varo Home,3/9/20
1548992,Android,Google,3/9/20
1549088,Android,Google,3/9/20
1549102,Android,Google,3/9/20
1549120,Android,Other,3/9/20
1549140,Android,Google,3/9/20
1549145,iOS,Google,3/9/20
1549163,Android,Google,3/9/20
1549191,iOS,Other,3/9/20
1549215,Android,Google,3/9/20
1549255,Android,Facebook,3/9/20
1549274,Android,Facebook,3/9/20
1549346,Android,Google,3/9/20
1549352,Android,Google,3/9/20
1549369,Android,Other,3/9/20
1549426,Android,Facebook,3/9/20
1549454,Android,Facebook,3/9/20
1549457,Android,Varo Home,3/9/20
1549479,Android,Google,3/9/20
1549486,Android,Other,3/9/20
1549495,Android,Other,3/9/20
1549496,iOS,Facebook,3/9/20
1549504,iOS,Other,3/9/20
1549508,Android,Google,3/9/20
1549509,Android,Google,3/9/20
1549578,Android,Google,3/9/20
1549584,Android,Other,3/9/20
1549591,iOS,Facebook,3/9/20
1549606,Android,Other,3/9/20
1549650,iOS,Other,3/9/20
1549681,Android,Facebook,3/9/20
1549690,Android,Facebook,3/9/20
1549694,Android,Facebook,3/9/20
1549697,iOS,Apple Search,3/9/20
1549750,Android,Google,3/9/20
1549767,Android,Facebook,3/9/20
1549786,Android,Facebook,3/9/20
1549790,Android,Facebook,3/9/20
1549818,Android,Varo Home,3/9/20
1549826,iOS,Snapchat,3/9/20
1549841,Android,Facebook,3/9/20
1549971,iOS,Snapchat,3/9/20
1550003,iOS,Other,3/9/20
1550015,Android,Google,3/9/20
1550024,iOS,Varo Home,3/9/20
1550035,iOS,Other,3/9/20
1550091,Android,Varo Home,3/9/20
1550102,Android,Varo Home,3/9/20
1550120,Android,Referral,3/9/20
1550136,Android,Other,3/9/20
1550156,Android,Facebook,3/9/20
1550200,Android,Google,3/9/20
1550210,Android,Facebook,3/9/20
1550264,Android,Google,3/9/20
1550297,Android,Other,3/9/20
1550299,Android,Varo Home,3/9/20
1550318,Android,Facebook,3/9/20
1550332,Android,Google,3/9/20
1550344,Android,Facebook,3/9/20
1550374,iOS,Other,3/9/20
1550401,Android,Google,3/9/20
1550407,Android,Other,3/9/20
1550422,Android,Other,3/9/20
1550507,Android,Google,3/9/20
1550508,Android,Google,3/9/20
1550522,Android,Google,3/9/20
1550556,Android,Google,3/9/20
1550616,iOS,Other,3/9/20
1550688,iOS,Varo Home,3/9/20
1550711,Android,Facebook,3/9/20
1550798,Android,Google,3/9/20
1550810,iOS,Snapchat,3/9/20
1550877,Android,Other,3/9/20
1550889,iOS,Other,3/9/20
1550899,Android,Other,3/9/20
1550975,iOS,Snapchat,3/9/20
1551064,Android,Other,3/9/20
1551080,Android,Google,3/9/20
1551088,Android,Facebook,3/9/20
1551090,iOS,Varo Home,3/9/20
1551134,iOS,Other,3/9/20
1551155,Android,Facebook,3/9/20
1551163,Android,Facebook,3/9/20
1551230,iOS,Varo Home,3/9/20
1551238,iOS,Apple Search,3/9/20
1551249,Android,Facebook,3/9/20
1551279,iOS,Other,3/9/20
1551300,Android,Google,3/9/20
1551317,Android,Facebook,3/9/20
1551334,iOS,Other,3/9/20
1551351,iOS,Varo Home,3/9/20
1551401,Android,Other,3/9/20
1551417,Android,Varo Home,3/9/20
1551460,iOS,Referral,3/9/20
1551466,iOS,Referral,3/9/20
1551480,Android,Other,3/9/20
1551543,iOS,Facebook,3/9/20
1551580,Android,Google,3/9/20
1551647,Android,Google,3/9/20
1551650,Android,Other,3/9/20
1551661,Android,Other,3/9/20
1551696,Android,Other,3/9/20
1551784,Android,Other,3/9/20
1551786,Android,Google,3/9/20
1551822,Android,Facebook,3/9/20
1551922,Android,Other,3/9/20
1551944,Android,Other,3/9/20
1551954,Android,Google,3/9/20
1551966,Android,Other,3/9/20
1551973,Android,Varo Home,3/9/20
1551981,iOS,Google,3/9/20
1551984,iOS,Other,3/9/20
1552038,Android,Facebook,3/9/20
1552049,Android,Google,3/9/20
1552052,Android,Facebook,3/9/20
1552076,Android,Google,3/9/20
1552148,Android,Google,3/9/20
1552155,Android,Other,3/9/20
1552167,Android,Other,3/9/20
1552230,Android,Varo Home,3/9/20
1552232,iOS,Referral,3/9/20
1552246,Android,Referral,3/9/20
1552298,iOS,Other,3/9/20
1552312,Android,Varo Home,3/9/20
1552349,iOS,Google,3/9/20
1552352,Android,Google,3/9/20
1552368,Android,Google,3/9/20
1552439,iOS,Facebook,3/9/20
1552442,Android,Referral,3/9/20
1552444,Android,Google,3/9/20
1552479,Android,Google,3/9/20
1552482,iOS,Snapchat,3/9/20
1552494,iOS,Facebook,3/9/20
1552570,Android,Facebook,3/9/20
1552618,Android,Other,3/9/20
1552683,Android,Varo Home,3/9/20
1552737,Android,Google,3/9/20
1552779,Android,Other,3/9/20
1552805,iOS,Snapchat,3/9/20
1552817,iOS,Other,3/9/20
1552820,Android,Google,3/9/20
1552826,Android,Google,3/9/20
1552850,Android,Google,3/9/20
1552865,Android,Other,3/9/20
1552883,Android,Google,3/9/20
1552891,Android,Varo Home,3/9/20
1552901,Android,Varo Home,3/9/20
1552915,iOS,Snapchat,3/9/20
1552924,Android,Google,3/9/20
1552927,Android,Other,3/9/20
1552958,Android,Google,3/9/20
1552961,Android,Other,3/9/20
1552963,Android,Other,3/9/20
1553008,Android,Google,3/9/20
1553018,iOS,Google,3/9/20
1553032,Android,Other,3/9/20
1553116,Android,Other,3/9/20
1553119,Android,Google,3/9/20
1553174,Android,Facebook,3/9/20
1553175,Android,Google,3/9/20
1553187,Android,Google,3/9/20
1553240,Android,Referral,3/9/20
1553262,Android,Other,3/9/20
1553270,iOS,Google,3/9/20
1553296,iOS,Apple Search,3/9/20
1553308,Android,Facebook,3/9/20
1553330,iOS,Snapchat,3/9/20
1553366,iOS,Facebook,3/9/20
1553406,Android,Facebook,3/9/20
1553407,Android,Facebook,3/9/20
1553420,Android,Google,3/9/20
1553457,iOS,Facebook,3/9/20
1553514,Android,Facebook,3/9/20
1553532,Android,Other,3/9/20
1553551,iOS,Facebook,3/9/20
1553582,iOS,Facebook,3/9/20
1553687,Android,Other,3/9/20
1553736,Android,Google,3/9/20
